Autor del libro|título del libro|link para descarga
Eduardo Acevedo Díaz|Nativa|https://drive.google.com/file/d/0B_yJXv2pEPBweEJ1Z1NQdWxUVGM/view?usp=drivesdk&resourcekey=0-aVIYO4zv9B432IJ4zZWSAQ
Eduardo Acevedo Díaz|Ismael|https://drive.google.com/file/d/0B_yJXv2pEPBwVWlVaTQ0c2hKNlk/view?usp=drivesdk&resourcekey=0-SfLUGXh5pEvyhQnDHTcdJw
Eduardo Acevedo Díaz|Grito de gloria|https://drive.google.com/file/d/0B_yJXv2pEPBwUF9nT2pDR1djb2c/view?usp=drivesdk&resourcekey=0-2vFM9ux7JW7rHMgn5uKcSg
Eduardo Acevedo Díaz|El combate de la tapera|https://drive.google.com/file/d/0B_yJXv2pEPBwZ2MwY0w4VU5GRzA/view?usp=drivesdk&resourcekey=0-4NdlehpB-r2ld9kTNfprsA
Eduardo Acevedo Díaz|Brenda|https://drive.google.com/file/d/0B_yJXv2pEPBwTVByYW5qZTRfMDQ/view?usp=drivesdk&resourcekey=0-7FskXGN_ipXbDSO58iBtOQ
Vincent Van Gogh|Ultimas Cartas Desde La Locura|https://drive.google.com/file/d/0B_yJXv2pEPBwLVhCT3F0QWZHVHM/view?usp=drivesdk&resourcekey=0-C1HCzxAq71HleoEpuoX_2A
Alfredo E. Van Vogt|Slan 1963|https://drive.google.com/file/d/0B_yJXv2pEPBwQk14MEZ3OGFMSkE/view?usp=drivesdk&resourcekey=0-leOSy-zD8shyC5eXz0l0Ww
Alfredo E. Van Vogt|Seleccion de Relatos de Ciencia Ficcion|https://drive.google.com/file/d/0B_yJXv2pEPBwRFd3M2l6RmRDZEU/view?usp=drivesdk&resourcekey=0-llTK-ZxZAd9iN0GvUF4qJA
Alfredo E. Van Vogt|Razas del futuro|https://drive.google.com/file/d/0B_yJXv2pEPBwWHA0OU5TQURCLWM/view?usp=drivesdk&resourcekey=0-7lPYMInGZUWm1nRn582xQw
Alfredo E. Van Vogt|Proceso|https://drive.google.com/file/d/0B_yJXv2pEPBwTHJMckkxb09UTXM/view?usp=drivesdk&resourcekey=0--MckVIfl7xEYicel--f2wQ
Alfredo E. Van Vogt|Lejano Centauro|https://drive.google.com/file/d/0B_yJXv2pEPBwWW1heThQcHRWR1E/view?usp=drivesdk&resourcekey=0-KsSx6ohIwlvXRrqH-LfbfA
Alfredo E. Van Vogt|Las Armerias De Isher|https://drive.google.com/file/d/0B_yJXv2pEPBwTUVIZC1ZR0RUUU0/view?usp=drivesdk&resourcekey=0-9QbTGq9BS_cEkZJ80geH1Q
Alfredo E. Van Vogt|La Bestia|https://drive.google.com/file/d/0B_yJXv2pEPBweWEwRGFXVXhBZ2c/view?usp=drivesdk&resourcekey=0-C8uslqBE3VfeIQuMjN_IxQ
Alfredo E. Van Vogt|En Estado Latente|https://drive.google.com/file/d/0B_yJXv2pEPBwVXJ0a2tJUGpDY1U/view?usp=drivesdk&resourcekey=0-zHblXAVJ74msmCO3nJU54Q
Alfredo E. Van Vogt|El Viaje del Beagle Espacial|https://drive.google.com/file/d/0B_yJXv2pEPBwNGVodWVfQjBNSTg/view?usp=drivesdk&resourcekey=0-tFYcam7BsMARCVMLi4XOBA
Alfredo E. Van Vogt|Destructor Negro|https://drive.google.com/file/d/0B_yJXv2pEPBwM2Vld2FPVlFtZjg/view?usp=drivesdk&resourcekey=0-kwDM03UUxivfQimMRfvJuw
Ryunosuke Akutagawa|Un Cuerpo De Mujer|https://drive.google.com/file/d/0B_yJXv2pEPBwV3JsYVVIMjFfRmc/view?usp=drivesdk&resourcekey=0-cHua2c34YcoLKfn92f_dSw
Ryunosuke Akutagawa|Sennin|https://drive.google.com/file/d/0B_yJXv2pEPBwNXVBaHRJOFFEQTg/view?usp=drivesdk&resourcekey=0-ZTpgZKrjxnEv2CVlW1xYrA
Ryunosuke Akutagawa|Rashomon|https://drive.google.com/file/d/0B_yJXv2pEPBwZG1iZ3JZMjdGV1k/view?usp=drivesdk&resourcekey=0-PC53zwI-MJDN3hcWz33sJQ
Ryunosuke Akutagawa|La nariz|https://drive.google.com/file/d/0B_yJXv2pEPBwVlF2dk4yNVJoNjQ/view?usp=drivesdk&resourcekey=0-H5Z1j6Tdo8o6ZCPT5lB-2g
Ryunosuke Akutagawa|Kesa y Morito|https://drive.google.com/file/d/0B_yJXv2pEPBwVlA1LUpNYi1Gck0/view?usp=drivesdk&resourcekey=0-s0o-Mj2SbRzHBoyykewd7w
Ryunosuke Akutagawa|En el bosque|https://drive.google.com/file/d/0B_yJXv2pEPBwekN0UGp3V2o5RFE/view?usp=drivesdk&resourcekey=0-qqu2qCJbKXa4YDS9GQfQ3A
Ryunosuke Akutagawa|El biombo del infierno|https://drive.google.com/file/d/0B_yJXv2pEPBwX1cwNGdhclNUU3c/view?usp=drivesdk&resourcekey=0-kT9bBT4LOp4dP_6WH1RzZw
Manuel Vásquez Montalbán|Los Mares Del Sur|https://drive.google.com/file/d/0B_yJXv2pEPBwT2pVSm9ZVFJoQ2s/view?usp=drivesdk&resourcekey=0-7XpAKMUUO6bdUBJFmpCEIg
Manuel Vásquez Montalbán|La Rosa De Alejandria|https://drive.google.com/file/d/0B_yJXv2pEPBwZUVEaDItVzBsOVE/view?usp=drivesdk&resourcekey=0-Ww2uemST6lMbSgsIhcqLUA
Manuel Vásquez Montalbán|El Premio|https://drive.google.com/file/d/0B_yJXv2pEPBwX0tCeG5kRlV5MHc/view?usp=drivesdk&resourcekey=0-ytKctYfqBDhXHJXPMVI6Lg
Manuel Vásquez Montalbán|Cuentos|https://drive.google.com/file/d/0B_yJXv2pEPBweGJQaTFRcmJHMWc/view?usp=drivesdk&resourcekey=0-brUt_UfzsYnEf_F0vwHJLA
Manuel Vásquez Montalbán|Carvalho Historias De Politica Ficcion|https://drive.google.com/file/d/0B_yJXv2pEPBwcGZYdVlDT25NRzg/view?usp=drivesdk&resourcekey=0-EkCGrHTTYW4c3jbpTCq25Q
Armando José Valle Rodríguez|Que Peligro Matar!|https://drive.google.com/file/d/0B_yJXv2pEPBwLVVmYzJxTXJvLUk/view?usp=drivesdk&resourcekey=0-u1kNXwNmVoOo0VJXjB4IbQ
Armando José Valle Rodríguez|El caudillo|https://drive.google.com/file/d/0B_yJXv2pEPBwWVZhd3JsNmpDeE0/view?usp=drivesdk&resourcekey=0-riUJUjzFB0ZzX4xNwVAnYA
José G. Vargas Hernandez|El Nuevo Modelo Global Emergente|https://drive.google.com/file/d/0B_yJXv2pEPBwcXpyQ25yaDdqZk0/view?usp=drivesdk&resourcekey=0-BrwbQFWoEthxwmddYkRX-Q
Horacio Verbitsky|Robo Para La Corona|https://drive.google.com/file/d/0B_yJXv2pEPBwM0lVbnlxOTY3LVE/view?usp=drivesdk&resourcekey=0-r2dWWOrxEytCndKW9WupKQ
Robert E. Vardeman|Star Trek 02 _ El Gambito De Los Klingon|https://drive.google.com/file/d/0B_yJXv2pEPBwa0pKdmxCeDFJRmc/view?usp=drivesdk&resourcekey=0-GJ6Ro4_4XtIT_VzhRsFFYA
Javier Valdés Abascal|Asesino En Serio|https://drive.google.com/file/d/0B_yJXv2pEPBwa2hwY1o5MHYtTEE/view?usp=drivesdk&resourcekey=0-NLECpvtzaIBFmPZao2SmmQ
Cesar Vidal Manzanares|Los Manuscritos Del Mar Muerto|https://drive.google.com/file/d/0B_yJXv2pEPBwZTFOdlNLbTdSTjQ/view?usp=drivesdk&resourcekey=0-BROHaBTXkedzQxNNlbuqOg
Cesar Vidal Manzanares|El Primer Evangelio El Documento Q|https://drive.google.com/file/d/0B_yJXv2pEPBwcWFNTDFBcmcyTXc/view?usp=drivesdk&resourcekey=0-alI5VWk-rx1yM4LjU7oX3w
Jack Vance|Principes Demonio 5 _ El Libro De Los Sueños|https://drive.google.com/file/d/0B_yJXv2pEPBwLVdhWG9oM0diUnM/view?usp=drivesdk&resourcekey=0-YR7FPMabQmnVhTQJQRbj7g
Jack Vance|Principes Demonio 4 _ El_Rostro|https://drive.google.com/file/d/0B_yJXv2pEPBwa0lUNGs2bDVKTnc/view?usp=drivesdk&resourcekey=0-yio_N2VP7Xrs66YAyqSrdQ
Jack Vance|Principes Demonio 3 _ El Palacio Del Amor|https://drive.google.com/file/d/0B_yJXv2pEPBwaFVfNUd4WUNYUGs/view?usp=drivesdk&resourcekey=0-hdpLZjQ5KGTZkmJ2_UOACw
Jack Vance|Principes Demonio 2 _ La Maquina De Matar|https://drive.google.com/file/d/0B_yJXv2pEPBwUHZqMFlfQ0tFODg/view?usp=drivesdk&resourcekey=0-KJn-i-TYVe5bin2dnRfevw
Jack Vance|Principes Demonio 1 _ El Rey Estelar|https://drive.google.com/file/d/0B_yJXv2pEPBwTDlOcmhWdFZ6bUk/view?usp=drivesdk&resourcekey=0-xTyBeYi8ApZ0c3BWLaBprg
Jack Vance|Mundo Azul|https://drive.google.com/file/d/0B_yJXv2pEPBwbmVoeXQ5cl9LUnc/view?usp=drivesdk&resourcekey=0-sZLdrmLntLKWW4aMpu2lVg
Jack Vance|Lyonesse 3 _ Madouc|https://drive.google.com/file/d/0B_yJXv2pEPBwQ3o0a1Y2U3JhRlE/view?usp=drivesdk&resourcekey=0-6r-pgWL_3uFnxKaHAkSO0A
Jack Vance|Lyonesse 2 _ La Perla Verde|https://drive.google.com/file/d/0B_yJXv2pEPBwZGxjcVZMVHhqOVE/view?usp=drivesdk&resourcekey=0-o5d-5IiAZPgokbZ5KMBN6g
Jack Vance|Lyonesse 1 _ El Jardin De Suldrun|https://drive.google.com/file/d/0B_yJXv2pEPBwY1BOc3JWbEQ2Qk0/view?usp=drivesdk&resourcekey=0-tO58JPtnzLdwHXspvbf0cg
Jack Vance|Los Mundos De Jack Vance|https://drive.google.com/file/d/0B_yJXv2pEPBwbHFQMjNGcFJtM1E/view?usp=drivesdk&resourcekey=0-o5gwnheq0sPXUkVT_SjgiA
Jack Vance|Los Lenguajes De Pao|https://drive.google.com/file/d/0B_yJXv2pEPBwYWlET2VRYW5iRjA/view?usp=drivesdk&resourcekey=0-a31iT5puSL8tOCHK8_Sx6g
Jack Vance|Lo Mejor de Jack Vance|https://drive.google.com/file/d/0B_yJXv2pEPBwVnpJVUowSGM4Umc/view?usp=drivesdk&resourcekey=0-KIJfoddOhbgQmoOhbAt2tw
Jack Vance|Lampara De Noche|https://drive.google.com/file/d/0B_yJXv2pEPBwM2lvVjhpVFBGNTg/view?usp=drivesdk&resourcekey=0-tUm7X_ABD2uth8c4G5D4xA
Jack Vance|La Tierra Moribunda 4 _ Rhialto El Prodigioso|https://drive.google.com/file/d/0B_yJXv2pEPBwc2pzMGtRbVFqN2M/view?usp=drivesdk&resourcekey=0-Nq5ec6n56OV70I4BeONkgg
Jack Vance|La Tierra Moribunda 3 _ La Saga De Cugel|https://drive.google.com/file/d/0B_yJXv2pEPBwN2RPN3lhRTB4Xzg/view?usp=drivesdk&resourcekey=0-iUUTLsakDoMsAwbxs3OIVQ
Jack Vance|La Tierra Moribunda 2 _ Los Ojos Del Sobremundo|https://drive.google.com/file/d/0B_yJXv2pEPBwOVNoMGl2V1F0anc/view?usp=drivesdk&resourcekey=0-5kvS5Ia5YHX54dWC0acMvg
Jack Vance|La Tierra Moribunda 1 _ La Tierra Moribunda|https://drive.google.com/file/d/0B_yJXv2pEPBwYk4tWUh4VFFrNHM/view?usp=drivesdk&resourcekey=0-e_M6AaKW7CMO2akuBIyKCQ
Jack Vance|La Polilla Lunar|https://drive.google.com/file/d/0B_yJXv2pEPBwbjUzUTdid0lqOGs/view?usp=drivesdk&resourcekey=0-7nhlCXJ-lnG8ZpjxEH_GaA
Jack Vance|La Maquina De Matar|https://drive.google.com/file/d/0B_yJXv2pEPBwN3R2bGphVkRUMGM/view?usp=drivesdk&resourcekey=0-_GYGM5ch-H1n6vVqX-7mzA
Jack Vance|Hombres Y Dragones|https://drive.google.com/file/d/0B_yJXv2pEPBwTWNwSE5sY1BMcU0/view?usp=drivesdk&resourcekey=0-WO4wbuuUg_IgeJ6liB1PDg
Jack Vance|Estacion de Abercrombie|https://drive.google.com/file/d/0B_yJXv2pEPBwTVJXUFNubC1zdjg/view?usp=drivesdk&resourcekey=0-AEsAFAYp1MnfhErEHS9Sag
Jack Vance|Emphyrio|https://drive.google.com/file/d/0B_yJXv2pEPBwX1hRVW44bVdodGM/view?usp=drivesdk&resourcekey=0-xuF6cB3JjNcoTTp6GvuC_w
Jack Vance|El Secreto|https://drive.google.com/file/d/0B_yJXv2pEPBwOWNOclZsOXIzWTA/view?usp=drivesdk&resourcekey=0-VEvhyaN-lCjzQDaqDjDRbw
Jack Vance|El Rostro|https://drive.google.com/file/d/0B_yJXv2pEPBwaU4yanlMeHpCdTQ/view?usp=drivesdk&resourcekey=0-OAQOAu-_0P7271NZFHNAQg
Jack Vance|El Rey Estelar|https://drive.google.com/file/d/0B_yJXv2pEPBwX0ZSSHVDbnpsR1U/view?usp=drivesdk&resourcekey=0-F_Xnu2Osz4kHTKMAlZbwSA
Jack Vance|El Principe Gris|https://drive.google.com/file/d/0B_yJXv2pEPBwbVlFd3RMa3RXQ00/view?usp=drivesdk&resourcekey=0-FvYXvwkFodp8Tt-U_-6uBA
Jack Vance|El Planeta Grande|https://drive.google.com/file/d/0B_yJXv2pEPBwTmc0OVJBU3dsY00/view?usp=drivesdk&resourcekey=0-oaCRigFdd-MNDr7NTu-m-w
Jack Vance|El Palacio del Amor|https://drive.google.com/file/d/0B_yJXv2pEPBwajJrS2lKNlR1VUU/view?usp=drivesdk&resourcekey=0-7Hrt5R6u1xG6mNPlssciow
Jack Vance|El libro de los sueños|https://drive.google.com/file/d/0B_yJXv2pEPBwY2h2VmM2UXE5WGM/view?usp=drivesdk&resourcekey=0-asPT4G_tbwTBgz75aJM4mA
Jack Vance|Durdane 3 _ Los Asutra|https://drive.google.com/file/d/0B_yJXv2pEPBwVmRDam5WanA2eG8/view?usp=drivesdk&resourcekey=0-WVIVKasY1FX3df5yB_OyIQ
Jack Vance|Durdane 2 _ Los Valerosos Hombres Libres|https://drive.google.com/file/d/0B_yJXv2pEPBwemdKblNIM1I0dVE/view?usp=drivesdk&resourcekey=0-AhKZ9pxHIfvvEkVxyiGqzA
Jack Vance|Durdane 1 _ El Hombre Sin Rostro|https://drive.google.com/file/d/0B_yJXv2pEPBwWDFKeGszTTJJSmc/view?usp=drivesdk&resourcekey=0-X0euCjzU8VwijuvY1t6DEg
Jack Vance|Cumulo Estelar 3 _ Wyst (Alastor 1716)|https://drive.google.com/file/d/0B_yJXv2pEPBwWlk0U2FmS2lqWlU/view?usp=drivesdk&resourcekey=0-vuaEPIqgt-dIWIRlpPcRiw
Jack Vance|Cumulo Estelar 2 _ Marune (Alastor 933)|https://drive.google.com/file/d/0B_yJXv2pEPBwREZxdWZXN2FtX28/view?usp=drivesdk&resourcekey=0-xylmGOv9ravoIaD8H3iVWw
Jack Vance|Cumulo Estelar 1 _ Trullion (Alastor 2262)|https://drive.google.com/file/d/0B_yJXv2pEPBwZUlROGR1cTJVS00/view?usp=drivesdk&resourcekey=0-DokRSWpQvT1luxb8AWehRw
Jack Vance|Ciclo Tschai 4 _ Los Pnume|https://drive.google.com/file/d/0B_yJXv2pEPBwZ1VSMTlwdDBnOTA/view?usp=drivesdk&resourcekey=0-p3yeMHk0jlRPNLmSgvovlA
Jack Vance|Ciclo Tschai 3 _ Los Dirdir|https://drive.google.com/file/d/0B_yJXv2pEPBwa3ZvYVgyRjRSSVk/view?usp=drivesdk&resourcekey=0-YuSaKrXWwyquhIiSrBFOnw
Jack Vance|Ciclo de Tschai 2_Los Wankh|https://drive.google.com/file/d/0B_yJXv2pEPBwNHpfM2ROODZMZ2c/view?usp=drivesdk&resourcekey=0-TuKj4YlB1IvDZj1vHXAY_g
Jack Vance|Ciclo de Tschai 1_Los Chasch|https://drive.google.com/file/d/0B_yJXv2pEPBwVW1udFpXQ0NmSWM/view?usp=drivesdk&resourcekey=0-PlVDqMmJ-hjsz7zkikAqFw
Jack Vance|Cerebros De La Tierra|https://drive.google.com/file/d/0B_yJXv2pEPBwdGMydHFoc0h1OUE/view?usp=drivesdk&resourcekey=0-Qdv7UU0u0umgTZDn8fvcNA
Jack Vance|Asalto A Una Ciudad|https://drive.google.com/file/d/0B_yJXv2pEPBwQ3c3amlqOTByaTg/view?usp=drivesdk&resourcekey=0-K9YUEdC9JuolRQEolxO3xw
Jesco Von Puttkamer|Demasiado Joven Para La Eternidad|https://drive.google.com/file/d/0B_yJXv2pEPBwYzk1Z2Z3cnJzaWM/view?usp=drivesdk&resourcekey=0-6PDgqH6MZXI3AUJ61qUjcQ
Erwin Von Hase|Con los gauchos de la Pampa|https://drive.google.com/file/d/0B_yJXv2pEPBwZ2txQ2JHeFZ4UU0/view?usp=drivesdk&resourcekey=0-Dtc8DjQ67UNkrI1is-S7IA
Eliseo Verón|Prensa Escrita Y Teoria De Los Discursos Sociales Produccion, Recepcion, Regulaci|https://drive.google.com/file/d/0B_yJXv2pEPBwN3g2Y0tuODZsNFU/view?usp=drivesdk&resourcekey=0-AKiM80NjGNcplrRl-EoCTA
Eliseo Verón|La Publicidad Mascaras Y Espejos|https://drive.google.com/file/d/0B_yJXv2pEPBwNlRYbXZYTW1ORWc/view?usp=drivesdk&resourcekey=0-1diWEhsO91dFvUR4nclVCw
Eliseo Verón|Interfaces Sobre La Democracia Audiovisual Avanzada|https://drive.google.com/file/d/0B_yJXv2pEPBwbHRFZVZLNk84b1E/view?usp=drivesdk&resourcekey=0-cx6qL3v9hyyUvYxb_G3LSQ
Eliseo Verón|Esta Ahi Lo Veo, Me Habla Noticiero Televisivo|https://drive.google.com/file/d/0B_yJXv2pEPBwRE9LV0JDMkdVdjA/view?usp=drivesdk&resourcekey=0-IOBsdmw6XgKQ9uEJFMtM2Q
Eliseo Verón|Espacios Publicos En Imagenes|https://drive.google.com/file/d/0B_yJXv2pEPBwWmtVbzUzdFA5eXc/view?usp=drivesdk&resourcekey=0-xcOmvQrps6NMhhao-ZooDA
Eliseo Verón|El Living Y Sus Dobles Arquitecturas De La Pantalla Chica|https://drive.google.com/file/d/0B_yJXv2pEPBwVFhzMWctTHo4RXc/view?usp=drivesdk&resourcekey=0-oW_61PP_-Gsxm46ds0jH1g
Eliseo Verón|El Cuerpo Reencontrado|https://drive.google.com/file/d/0B_yJXv2pEPBwMHFvQ2VXUVQwYTg/view?usp=drivesdk&resourcekey=0-g-xXzFGJjffA4vzr8N4E_Q
Eliseo Verón|El Analisis Del Contrato De Lectura|https://drive.google.com/file/d/0B_yJXv2pEPBwLS1leHVxYUQ0X3M/view?usp=drivesdk&resourcekey=0-T_MVHCsLAxmor0Y1omyPVg
Eliseo Verón|Cuerpo Y Metacuerpo En Democracia Audiovisual|https://drive.google.com/file/d/0B_yJXv2pEPBwOWZmUm9SVjJTTW8/view?usp=drivesdk&resourcekey=0-x7DdZCf3Mr22yLB7LVNuOQ
Eliseo Verón|Nobel En 1A Plana|https://drive.google.com/file/d/0B_yJXv2pEPBwSlo5WWFYalVHcG8/view?usp=drivesdk&resourcekey=0-0OjOL0ycQ1_pENsq37VCVg
Shea Vernon|El Visitante Del Cementerio|https://drive.google.com/file/d/0B_yJXv2pEPBwVlpLS0RRTm5RQ00/view?usp=drivesdk&resourcekey=0-cTVu_Q9t_xOIwD5hmXE9RQ
Julio Verne|Vuelta al Mundo en 80 Dias|https://drive.google.com/file/d/0B_yJXv2pEPBwdXI4bUptdUxfVW8/view?usp=drivesdk&resourcekey=0-yxggG1gvNqiE-et4LWejwA
Julio Verne|Viaje al Centro de la Tierra|https://drive.google.com/file/d/0B_yJXv2pEPBwQV83OFNBR3VmMDg/view?usp=drivesdk&resourcekey=0-YVD9Y3rw29T-ko3rUwngcA
Julio Verne|Veinte mil leguas de viaje submarino|https://drive.google.com/file/d/0B_yJXv2pEPBwWE9VRW9BUlJmNHM/view?usp=drivesdk&resourcekey=0-T7MNXO_FJOnzEIGL8hP-TA
Julio Verne|Un Capitan de quince años|https://drive.google.com/file/d/0B_yJXv2pEPBwY0dPMG80TFdHMEk/view?usp=drivesdk&resourcekey=0-l5o62r7XVV9fJAOA6pU4pg
Julio Verne|Paris En El Siglo XX|https://drive.google.com/file/d/0B_yJXv2pEPBwQlNiVE9KeW1YQmc/view?usp=drivesdk&resourcekey=0-EdOMSHIVassTd5AzZG_20g
Julio Verne|Miguel Strogoff|https://drive.google.com/file/d/0B_yJXv2pEPBwWTM3aHBvQUMxQ1U/view?usp=drivesdk&resourcekey=0-rzf8o4NIVKHDzranKHbuXw
Julio Verne|Martin Paz|https://drive.google.com/file/d/0B_yJXv2pEPBwWjJHV05rRWdfMTQ/view?usp=drivesdk&resourcekey=0-mUhcyHDsLtP4GkVJ-PTkng
Julio Verne|Los Naufragos Del Jonathan|https://drive.google.com/file/d/0B_yJXv2pEPBwcE9ZVUNMRnZtMUU/view?usp=drivesdk&resourcekey=0-dZRoHNedT0WypSZ0-ACG1g
Julio Verne|Los Hijos Del Capitan Grant En La America Del Sur|https://drive.google.com/file/d/0B_yJXv2pEPBwYWxlM290NUlVR2s/view?usp=drivesdk&resourcekey=0-3mqY38C8spWfnjO1MxVUJA
Julio Verne|Los forzadores del bloqueo|https://drive.google.com/file/d/0B_yJXv2pEPBwUFB2cjdPX0hJc00/view?usp=drivesdk&resourcekey=0-6fVeuDLbQltwwuN8rxtm7Q
Julio Verne|Los Amotinados De La Bounty|https://drive.google.com/file/d/0B_yJXv2pEPBwc2JHc3JTWFp5a2c/view?usp=drivesdk&resourcekey=0-YwZ9SqRhhgK01Xng01vm_A
Julio Verne|Las tribulaciones de un chino en china|https://drive.google.com/file/d/0B_yJXv2pEPBwMDg5eVVVWVp5N28/view?usp=drivesdk&resourcekey=0-t_4gYr1bsfGaZXUPNGO62A
Julio Verne|Las Indias Negras|https://drive.google.com/file/d/0B_yJXv2pEPBwM296b0Z3ZGYxM2M/view?usp=drivesdk&resourcekey=0-CGDqj7pZZgJHOvIcDKUwWw
Julio Verne|La Isla Misteriosa|https://drive.google.com/file/d/0B_yJXv2pEPBwT2lvNG9oWDhaRnM/view?usp=drivesdk&resourcekey=0--shqbiVx5Ekh8GBOJUKuHA
Julio Verne|La Isla Del Tio Robinson|https://drive.google.com/file/d/0B_yJXv2pEPBwVlZ4QzhuX3dsMm8/view?usp=drivesdk&resourcekey=0-3SbKRsQuZbgHZTfmUJdpqw
Julio Verne|La Esfinge De Los Hielos (Parte 2)|https://drive.google.com/file/d/0B_yJXv2pEPBwLUR1ejRIVldxa2c/view?usp=drivesdk&resourcekey=0-VUtfuQtlizkeOlbFjaySVw
Julio Verne|La Esfinge De Los Hielos (Parte 1)|https://drive.google.com/file/d/0B_yJXv2pEPBwcmo0WHd3bVZiUUE/view?usp=drivesdk&resourcekey=0-vXGVSCUcd-NQwgI16rE-pQ
Julio Verne|La ciudad flotante|https://drive.google.com/file/d/0B_yJXv2pEPBwSUh5R0ZSOHRFT2M/view?usp=drivesdk&resourcekey=0-jtR1btXVxqc8ICbALZVJyQ
Julio Verne|Historia De Los Grandes Viajes Y De Los Grandes Viajeros|https://drive.google.com/file/d/0B_yJXv2pEPBwSUtfZXBnVGM5RW8/view?usp=drivesdk&resourcekey=0-xk3l7b50g0Dt9OvQSQzczg
Julio Verne|Gil Braltar|https://drive.google.com/file/d/0B_yJXv2pEPBwdEdaVThGNjZUcE0/view?usp=drivesdk&resourcekey=0-evVzXYU9eiAdHa13RFWMSA
Julio Verne|Familia sin nombre|https://drive.google.com/file/d/0B_yJXv2pEPBwUC00OFNpa0NzdXM/view?usp=drivesdk&resourcekey=0-yl74zJgt8LyD36FHoBB9rw
Julio Verne|Esfinge de los hielos|https://drive.google.com/file/d/0B_yJXv2pEPBwNE1ROU45X2tuRE0/view?usp=drivesdk&resourcekey=0-GRwJ_8e-TaFIHibaCtY41A
Julio Verne|En El Siglo XXIX, Un Dia De Un Periodista Norteamericano En El Año 2889|https://drive.google.com/file/d/0B_yJXv2pEPBwQmdjTHVGemU3OE0/view?usp=drivesdk&resourcekey=0-vXgh8JpgKWiJG5phCnOOtA
Julio Verne|El Volcan De Oro|https://drive.google.com/file/d/0B_yJXv2pEPBwNTQ3R0F2cDBURFk/view?usp=drivesdk&resourcekey=0-DFQYrUntJmnJmmJrR1fs_g
Julio Verne|El Secreto de Wilhem Storitz|https://drive.google.com/file/d/0B_yJXv2pEPBwTXAzYklDX0lZQVU/view?usp=drivesdk&resourcekey=0-MNdR9s3LL4eAm5IHJH7Y6w
Julio Verne|El Rayo Verde|https://drive.google.com/file/d/0B_yJXv2pEPBwYXdmVXJjNkNpNnM/view?usp=drivesdk&resourcekey=0-MDzpwS4GWEZTPax62V6wiA
Julio Verne|El pueblo aereo|https://drive.google.com/file/d/0B_yJXv2pEPBwRHlzUHRKSTlwRWs/view?usp=drivesdk&resourcekey=0-ZgH09L0AJxsotOJJvLTVeg
Julio Verne|El Matrimonio Del Señor Anselmo De Los Tilos|https://drive.google.com/file/d/0B_yJXv2pEPBwVXVraFRCTFlDc2c/view?usp=drivesdk&resourcekey=0-3lrt45UvaU5AspRkVuakbQ
Julio Verne|El Faro del fin del mundo|https://drive.google.com/file/d/0B_yJXv2pEPBwT2dWa2pCMXkzdXM/view?usp=drivesdk&resourcekey=0-sYHcxXkFqnDH2chx57HcNg
Julio Verne|El eterno Adan|https://drive.google.com/file/d/0B_yJXv2pEPBwMFdCMDlUZERfbU0/view?usp=drivesdk&resourcekey=0-m2NmLmi7mCGOtcFDheEtnA
Julio Verne|El Castillo de los Carpatos|https://drive.google.com/file/d/0B_yJXv2pEPBweTBiRWlrUnBaS1U/view?usp=drivesdk&resourcekey=0-DSNF3B5keo1HXKovYbt7vg
Julio Verne|El camino de Francia 2|https://drive.google.com/file/d/0B_yJXv2pEPBwT1hKcC1pQWVUWE0/view?usp=drivesdk&resourcekey=0-AsooQazzToMNWlHdSS5_yw
Julio Verne|El camino de Francia 1|https://drive.google.com/file/d/0B_yJXv2pEPBwOGRLWU0wMzBwdzA/view?usp=drivesdk&resourcekey=0-vu1sk8Iztb0C4bI3qrjjZA
Julio Verne|Edgar Poe Y Sus Obras|https://drive.google.com/file/d/0B_yJXv2pEPBwWUtib1IzUTNWYTA/view?usp=drivesdk&resourcekey=0-YJxzoVvjau7KaWf92U2EFw
Julio Verne|Dos años de vacaciones (Parte 2)|https://drive.google.com/file/d/0B_yJXv2pEPBwNUhaMTI4a0lJYzg/view?usp=drivesdk&resourcekey=0-KPN74CPxzeex_lcA0mcXFA
Julio Verne|Dos años de vacaciones (Parte 1)|https://drive.google.com/file/d/0B_yJXv2pEPBwQkhLYTU4bWdqaGc/view?usp=drivesdk&resourcekey=0-nVITDRNyOPGf_5DQPnDDww
Julio Verne|De la Tierra a la Luna|https://drive.google.com/file/d/0B_yJXv2pEPBwWURTcGdzUTROQm8/view?usp=drivesdk&resourcekey=0-LeuVmX9-c59TlfET3u98HA
Julio Verne|Clovis Dardentor (Parte 3)|https://drive.google.com/file/d/0B_yJXv2pEPBwVnlvTUdvTncwMEk/view?usp=drivesdk&resourcekey=0-LbSaK9IiAguysEh_8XhbQA
Julio Verne|Clovis Dardentor (Parte 2)|https://drive.google.com/file/d/0B_yJXv2pEPBwTW1kWEtZTUlxU0k/view?usp=drivesdk&resourcekey=0-eKcENbY9nKNOEM8XFyk4LQ
Julio Verne|Clovis Dardentor (Parte 1)|https://drive.google.com/file/d/0B_yJXv2pEPBwMWZmeFhCVmlHLTQ/view?usp=drivesdk&resourcekey=0-NbJZbULRQtTVolse51hMcg
